,order,family,genus,species.epithet,stem.length.m,VD.base.um,VD.tip.um,min.length.leaf,max.length.leaf,min.length.petiole,max.length.petiole,min.length.blade,max.length.blade,leaf.type,length.leaf.cm,species,long.hoja,long.hoja.mean,long.lam.pet.mean,Nota
1,Alismatales,Araceae,Anthurium,scandens,1.04,23.69,15.11,NA,NA,2,8.5,3.5,13,simple,NA,Anthurium_scandens,NA,NA,13.5,
2,Alismatales,Araceae,Dieffenbachia,seguine,0.78,66.17,28.65,NA,NA,1,16,5,15,simple,NA,Dieffenbachia_seguine,NA,NA,18.5,
3,Apiales,Araliaceae,Aralia,excelsa,14.23,126.92,51.5,NA,NA,NA,NA,NA,NA,compound,200,Aralia_excelsa,200,NA,NA,
4,Apiales,Araliaceae,Dendropanax,arboreus,11.61,77.86,28.67,NA,NA,NA,40,6,26,simple,56,Dendropanax_arboreus,56,NA,NA,
5,Apiales,Araliaceae,Hedera,helix,10.5,44.53,14.19,4.165,12.17,1.718,8.162,2.447,5.03,simple,7.84,Hedera_helix,7.84,8.1675,8.6785,
6,Apiales,Araliaceae,Polyscias,murrayi,25.33,92.48,30.89,NA,NA,NA,NA,NA,NA,compound,130,Polyscias_murrayi,130,NA,NA,
7,Apiales,Pennantiaceae,Pennantia,cunninghamii,7.57,50.11,20.06,10,16,NA,NA,NA,NA,simple,NA,Pennantia_cunninghamii,NA,13,NA,
8,Apiales,Pittosporaceae,Billardiera,scandens,3.28,34.51,12.06,1.711,3.934,0.214,0.458,1.539,3.476,simple,2.552,Billardiera_scandens,2.552,2.8225,2.8435,
9,Apiales,Pittosporaceae,Citriobatus,pauciflorus,1.27,36.13,23.66,0.531,1.642,0.102,0.311,0.965,1.412,simple,1.2452,Citriobatus_pauciflorus,1.2452,1.0865,1.395,
10,Apiales,Pittosporaceae,Pittosporum,undulatum,11.12,46.96,17.81,7.903,13.991,1.085,2.381,6.818,11.61,simple,11.3062,Pittosporum_undulatum,11.3062,10.947,10.947,
11,Aquifoliales,Aquifoliaceae,Ilex,aquifolium,5.73,32.08,10.31,4.147,11.24,0.567,1.285,3.58,10.051,simple,7.8406,Ilex_aquifolium,7.8406,7.6935,7.7415,
12,Aquifoliales,Aquifoliaceae,Ilex,sebertii,6.26,55.51,12.13,5.749,10.575,1.002,2.161,4.535,8.414,simple,7.4934,Ilex_sebertii,7.4934,8.162,8.056,
13,Aquifoliales,Aquifoliaceae,Ilex,verticillata,5.07,30.76,10.36,NA,NA,0.5,1,2,8,simple,NA,Ilex_verticillata,NA,NA,5.75,
14,Aquifoliales,Cardiopteridaceae,Citronella,smythii,5.62,65.93,22.79,11.345,15.94,1.071,1.296,10.116,14.869,simple,14.138,Citronella_smythii,14.138,13.6425,13.676,
15,Aquifoliales,Stemonuraceae,Gomphandra,australiana,14.07,101.53,26.24,NA,NA,0.7,1.5,6,17,simple,NA,Gomphandra_australiana,NA,NA,12.6,
16,Arecales,Arecaceae,Astrocaryum,mexicanum,3.54,67.99,54.3,100,160,NA,NA,40,100,compound,NA,Astrocaryum_mexicanum,NA,130,NA,
17,Arecales,Arecaceae,Bactris,trichophylla,1.93,74.56,65.01,NA,NA,NA,NA,NA,NA,compound,150,Bactris_trichophylla,150,NA,NA,
18,Arecales,Arecaceae,Calamus,radicalis,31.5,272.49,130.37,NA,NA,NA,NA,NA,NA,compound,300,Calamus_radicalis,300,NA,NA,
19,Arecales,Arecaceae,Livistona,australis,6.67,92.8,38.27,NA,NA,140,250,110,130,simple,NA,Livistona_australis,NA,NA,315,
20,Arecales,Arecaceae,Reinhardtia,gracilis,1.1,41.39,33.95,12,30,,,,,compound,NA,Reinhardtia_gracilis,NA,21,,
21,Arecales,Arecaceae,Washingtonia,robusta,11.3,77.23,65.82,NA,NA,81,154,93,113,simple,NA,Washingtonia_robusta,NA,NA,220.5,
22,Asparagales,Asparagaceae,Eustrephus,latifolius,4.12,52.93,31.54,NA,NA,0.1,0.3,4,10.5,simple,9.5,Eustrephus_latifolius,9.5,NA,7.45,
23,Asterales,Alseuosmiaceae,Crispiloba,disperma,4.49,33.62,17.21,9.764,11.517,0.518,1.371,9.246,10.774,simple,10.808,Crispiloba_disperma,10.808,10.6405,10.9545,
24,Asterales,Alseuosmiaceae,Platyspermation,crassifolium,2.6,30.94,17.56,4.961,7.756,0.779,0.872,4.089,6.977,simple,6.407333,Platyspermation_crassifolium,6.407333,6.3585,6.3585,
25,Asterales,Argophyllaceae,Argophyllum,cryptophlebum,0.97,27.32,19,NA,NA,1.3,3.8,4.1,13.1,simple,11.15,Argophyllum_cryptophlebum,11.15,NA,11.15,
26,Asterales,Argophyllaceae,Argophyllum,grunowii,2.2,30.38,18.6,6.724,14.732,1.614,3.714,5.11,11.018,simple,10.522,Argophyllum_grunowii,10.522,10.728,10.728,
27,Asterales,Argophyllaceae,Argophyllum,nitidum,5,88.99,9.82,6.033,13.058,1.094,2.517,4.939,10.541,simple,10.7294,Argophyllum_nitidum,10.7294,9.5455,9.5455,
28,Asterales,Argophyllaceae,Argophyllum,vernicosum,1.82,44.56,11.95,8.102,26.838,1.594,8.097,6.508,18.741,simple,15.8414,Argophyllum_vernicosum,15.8414,17.47,17.47,
29,Asterales,Asteraceae,Ambrosia,artemisiifolia,0.9,24.84,15.13,NA,NA,2.5,3.5,2.5,5.5,simple,NA,Ambrosia_artemisiifolia,NA,NA,7,
30,Asterales,Asteraceae,Artemisia,californica,1.1,24.44,11.3,NA,NA,NA,NA,3,5,simple,4,Artemisia_californica,4,NA,NA,Sésil
31,Asterales,Asteraceae,Baccharis,reticulata,0.64,27.64,11.82,NA,NA,NA,NA,NA,NA,simple,1,Baccharis_reticulata,1,NA,NA,
32,Asterales,Asteraceae,Brickellia,californica,1.72,41.3,17.67,NA,NA,0.5,6,1,10,simple,NA,Brickellia_californica,NA,NA,8.75,
33,Asterales,Asteraceae,Cassinia,denticulata,1.29,23.06,14.66,0.676,1.725,NA,NA,0.676,1.725,simple,1.458,Cassinia_denticulata,1.458,1.2005,NA,
34,Asterales,Asteraceae,Chiliotrichum,diffusum,0.84,17.13,8.52,1.18,1.858,NA,NA,1.18,1.858,simple,1.532,Chiliotrichum_diffusum,1.532,1.519,NA,
35,Asterales,Asteraceae,Delairea,odorata,2.11,68.44,23.01,7,8,NA,NA,3,8,simple,NA,Delairea_odorata,NA,7.5,NA,
36,Asterales,Asteraceae,Encelia,virginensis_var_actonii,0.59,40.95,16.54,NA,NA,0.6,1.2,2.5,4,simple,NA,Encelia_virginensis_var_actonii,NA,NA,4.15,
37,Asterales,Asteraceae,Ericameria,arborescens,0.77,28.28,10.05,2.5,9,NA,NA,2.5,9,simple,NA,Ericameria_arborescens,NA,5.75,NA,
38,Asterales,Asteraceae,Ericameria,martirensis,0.32,25.13,9.09,0.6,1,NA,NA,NA,NA,simple,NA,Ericameria_martirensis,NA,0.8,NA,
39,Asterales,Asteraceae,Ericameria,pinifolia,0.38,30.92,9.72,NA,NA,NA,NA,1.2,3.5,simple,2.35,Ericameria_pinifolia,2.35,NA,NA,Sésil
40,Asterales,Asteraceae,Gochnatia,polymorpha,8.8,62.6,10.43,8,12,NA,NA,NA,NA,simple,NA,Gochnatia_polymorpha,NA,10,NA,
41,Asterales,Asteraceae,Gynoxys,cuicochensis,1.17,18.92,13.08,NA,10,NA,NA,NA,NA,simple,10,Gynoxys_cuicochensis,10,NA,NA,
42,Asterales,Asteraceae,Hazardia,squarrosa,0.64,19.76,11.34,NA,NA,NA,NA,1.3,3.5,simple,2.4,Hazardia_squarrosa,2.4,NA,NA,Sésil
43,Asterales,Asteraceae,Hieracium,hieronymi,0.65,31.67,14.13,4.7,12.25,NA,NA,NA,NA,simple,NA,Hieracium_hieronymi,NA,8.475,NA,
44,Asterales,Asteraceae,Malacothrix,saxatilis,1.13,24.8,16.18,2,12,NA,NA,NA,NA,simple,NA,Malacothrix_saxatilis,NA,7,NA,
45,Asterales,Asteraceae,Ozothamnus,hookeri,0.47,15.98,4.08,0.1,0.3,NA,NA,NA,NA,simple,NA,Ozothamnus_hookeri,NA,0.2,NA,
46,Asterales,Asteraceae,Ozothamnus,ledifolius,0.27,18.84,3.63,0.6,1.4,NA,NA,NA,NA,simple,NA,Ozothamnus_ledifolius,NA,1,NA,
47,Asterales,Asteraceae,Ozothamnus,rodwayi,0.61,27.19,13.95,0.4,1,0,0.15,NA,NA,simple,NA,Ozothamnus_rodwayi,NA,0.7,NA,
48,Asterales,Asteraceae,Piptocarpha,rotundifolia,4.27,87.08,13.64,3.5,6,1,1.5,NA,NA,simple,NA,Piptocarpha_rotundifolia,NA,4.75,NA,
49,Asterales,Asteraceae,Senecio,sericeo_nitens,0.86,31.22,10.62,NA,3,NA,NA,NA,NA,simple,3,Senecio_sericeo_nitens,3,NA,NA,Sésil
50,Asterales,Asteraceae,Solidago,rugosa,1.22,14.52,9.83,NA,NA,NA,NA,4,10.4,simple,7.2,Solidago_rugosa,7.2,NA,NA,Sésil
51,Asterales,Asteraceae,Verbesina,lottiana,5.12,36.92,14.11,NA,17.4,NA,NA,NA,NA,simple,17.4,Verbesina_lottiana,17.4,NA,NA,
52,Asterales,Asteraceae,Vernonanthura,phosphorica,3.13,49.63,14.35,NA,12,0.5,0.7,NA,NA,simple,12,Vernonanthura_phosphorica,12,NA,NA,
53,Asterales,Goodeniaceae,Scaevola,beckii,3.15,90.96,16.6,12.4,13.6,NA,NA,NA,NA,simple,NA,Scaevola_beckii,NA,13,NA,
54,Asterales,Phellinaceae,Phelline,comosa,2.8,47.23,19.78,23.2,36.1,NA,NA,NA,NA,simple,NA,Phelline_comosa,NA,29.65,NA,
55,Asterales,Rousseaceae,Abrophyllum,ornans,3.1,63.23,32.1,10,20,2,4,0,0,simple,15,Abrophyllum_ornans,15,15,3,
56,Asterales,Rousseaceae,Carpodetus,serratus,6.88,54.69,16.82,4,6,NA,1,NA,NA,simple,NA,Carpodetus_serratus,NA,5,NA,
57,Asterales,Stylidiaceae,Stylidium,laricifolium,1.37,15.2,11.52,1,4,NA,NA,NA,NA,simple,NA,Stylidium_laricifolium,NA,2.5,NA,
58,Austrobaileyales,Austrobaileyaceae,Austrobaileya,scandens,21.16,136.84,51.12,NA,NA,1.5,3,10,16,simple,NA,Austrobaileya_scandens,NA,NA,15.25,
59,Austrobaileyales,Schisandraceae,Illicium,mexicanum,8.1,38.57,18.01,NA,NA,0.6,2.6,5,21,simple,NA,Illicium_mexicanum,NA,NA,14.6,
60,Austrobaileyales,Trimeniaceae,Trimenia,moorei,16.93,90.96,15.75,5,10,0.6,1.5,NA,NA,simple,NA,Trimenia_moorei,NA,7.5,NA,
61,Austrobaileyales,Trimeniaceae,Trimenia,neocaledonica,4.41,78.1,28.91,6,14,0.6,1.4,NA,NA,simple,NA,Trimenia_neocaledonica,NA,10,NA,
62,Berberidopsidales,Aextoxicaceae,Aextoxicon,punctatum,11.6,40.18,7.39,3.5,9,NA,NA,NA,NA,simple,NA,Aextoxicon_punctatum,NA,6.25,NA,
63,Berberidopsidales,Berberidopsidaceae,Berberidopsis,beckleri,8.73,72.59,15.38,NA,NA,NA,2,3,6,simple,6.5,Berberidopsis_beckleri,6.5,NA,NA,
64,Berberidopsidales,Berberidopsidaceae,Streptothamnus,moorei,13.45,153.44,14.69,NA,NA,2,3,6,12,simple,NA,Streptothamnus_moorei,NA,NA,11.5,
65,Boraginales,Boraginaceae,Bourreria,sonorae,1.82,27.07,11.21,2.7,3.8,0.25,0.32,NA,NA,simple,NA,Bourreria_sonorae,NA,3.25,NA,
66,Boraginales,Boraginaceae,Cordia,curassavica,1.09,27.3,9.7,2.1,9.4,0.1,0.8,NA,NA,simple,NA,Cordia_curassavica,NA,5.75,NA,
67,Boraginales,Boraginaceae,Cordia,trichotoma,2.48,26.55,13.33,NA,NA,0.5,2.2,2,19,simple,8.12,Cordia_trichotoma,8.12,NA,11.85,
68,Brassicales,Akaniaceae,Akania,bidwillii,12.87,72.16,27.41,25,39.83,0,3.021,25,36.81,compound,35.23,Akania_bidwillii,35.23,32.415,32.4155,
69,Brassicales,Bataceae,Batis,maritima,1.46,31.25,14.31,0.5,2,0.2,0.3,0.5,2,simple,1.198,Batis_maritima,1.198,1.25,1.5,
70,Brassicales,Caricaceae,Jacaratia,dolichaula,5.77,124.12,36.13,8.863,52,2.923,36.79,5.94,15.023,compound,29.997,Jacaratia_dolichaula,29.997,30.4315,30.338,
71,Brassicales,Caricaceae,Jacaratia,mexicana,13.17,173.47,40.74,19.11,27.628,7.19,12.411,9.916,12.28,simple,NA,Jacaratia_mexicana,NA,23.369,20.8985,
72,Brassicales,Forchhammeriaceae,Forchhammeria,watsonii,4.94,70.81,11.24,5.699,12.084,0.167,0.356,5.255,11.665,simple,NA,Forchhammeria_watsonii,NA,8.8915,8.7215,
73,Brassicales,Gyrostemonaceae,Codonocarpus,cotinifolius,4.3,108.42,24.94,5.629,4.973,0.761,1.461,3.766,4.289,simple,NA,Codonocarpus_cotinifolius,NA,5.301,5.1385,
74,Brassicales,Gyrostemonaceae,Gyrostemon,ramulosus,3.63,91.06,23.02,0.08,8.94,NA,NA,NA,NA,simple,NA,Gyrostemon_ramulosus,NA,4.51,NA,
75,Bruniales,Bruniaceae,Berzelia,lanuginosa,3,24.89,16.17,0.876,0.478,NA,NA,NA,NA,simple,NA,Berzelia_lanuginosa,NA,0.677,NA,
76,Bruniales,Columelliaceae,Desfontainia,spinosa,3.5,26.05,6.76,3.847,6.243,NA,NA,NA,NA,simple,NA,Desfontainia_spinosa,NA,5.045,NA,
77,Buxales,Buxaceae,Buxus,sempervirens,1.42,16.23,7.4,1,3,0.145,0.258,1.498,2.411,simple,NA,Buxus_sempervirens,NA,2,2.156,
78,Canellales,Canellaceae,Canella,winterana,20,238.6,63.28,4.869,9.861,0.725,1.397,4.241,8.464,simple,NA,Canella_winterana,NA,7.365,7.4135,
79,Caryophyllales,Achatocarpaceae,Achatocarpus,gracilis,4.32,35.23,9.87,1.617,7.483,0,0.921,0,3.912,simple,NA,Achatocarpus_gracilis,NA,4.55,2.4165,
80,Caryophyllales,Aizoaceae,Sesuvium,portulacastrum,0.75,23.42,9.96,1.166,3.376,0.325,0.58,1.166,3.376,simple,NA,Sesuvium_portulacastrum,NA,2.271,2.7235,
81,Caryophyllales,Amaranthaceae,Celosia,monosperma,3.74,29.44,22.8,6.649,10.814,0.944,2.648,5.525,8.801,simple,NA,Celosia_monosperma,NA,8.7315,8.959,
82,Caryophyllales,Amaranthaceae,Froelichia,humboldtiana,2.64,19.61,8.58,1.985,3.303,NA,NA,1.984,3.303,simple,NA,Froelichia_humboldtiana,NA,2.644,NA,
83,Caryophyllales,Amaranthaceae,Iresine,arbuscula,14.23,57.11,22.61,27.737,13.886,1.737,3.543,12.24,24.443,simple,NA,Iresine_arbuscula,NA,20.8115,20.9815,
84,Caryophyllales,Basellaceae,Anredera,cordifolia,8.05,114.64,18.79,2.6,10.12,0.6,0.12,2,10,simple,NA,Anredera_cordifolia,NA,6.36,6.36,
85,Caryophyllales,Nyctaginaceae,Guapira,noxia,1.4,64.52,23.83,8.394,14.003,0.911,1.239,4.939,12.813,simple,NA,Guapira_noxia,NA,11.1985,9.951,
86,Caryophyllales,Nyctaginaceae,Guapira,petenensis,6.54,44.81,16.11,9.791,6.946,1.34,2.038,5.802,8.55,simple,NA,Guapira_petenensis,NA,8.3685,8.865,
87,Caryophyllales,Phytolaccaceae,Trichostigma,octandrum,27.6,129.95,29.08,5.483,8.917,1.486,2.765,1.321,8.072,simple,NA,Trichostigma_octandrum,NA,7.2,6.822,
88,Caryophyllales,Polygonaceae,Antigonon,leptopus,2.86,50.91,19.08,6,16.5,1,2.5,5,14,simple,NA,Antigonon_leptopus,NA,11.25,11.25,
89,Caryophyllales,Polygonaceae,Eriogonum,affovalifolium,0.11,13.13,11.45,0.3,16,0.1,10,0.2,6,simple,NA,Eriogonum_affovalifolium,NA,8.15,8.15,
90,Caryophyllales,Polygonaceae,Eriogonum,elongatum,1.18,20.25,13.15,1.5,5,0.5,2,1,3,simple,NA,Eriogonum_elongatum,NA,3.25,3.25,
91,Caryophyllales,Polygonaceae,Eriogonum,fasciculatum,1.91,35.73,12.28,0.7,1.8,0.1,0.3,0.6,1.5,simple,NA,Eriogonum_fasciculatum,NA,1.25,1.25,
92,Caryophyllales,Polygonaceae,Podopterus,cordifolius,10.89,87.95,27.92,NA,2.9,NA,0.4,NA,2.5,simple,2.9,Podopterus_cordifolius,2.9,NA,NA,
93,Caryophyllales,Polygonaceae,Rumex,sagittatus,7.67,79.27,28,3.15,3.73,0.91,1.26,2.01,2.58,simple,NA,Rumex_sagittatus,NA,3.44,3.38,
94,Caryophyllales,Simmondsiaceae,Simmondsia,chinensis,2.1,26.15,11.56,2,5.7,0,0.2,2,5.5,simple,NA,Simmondsia_chinensis,NA,3.85,3.85,
95,Caryophyllales,Tamaricaceae,Tamarix,ramosissima,7.8,105.29,12.54,0.15,0.35,NA,NA,0.15,0.35,simple,NA,Tamarix_ramosissima,NA,0.25,NA,
96,Celastrales,Celastraceae,Crossopetalum,uragoga,1.92,24.61,14.87,1.01,5.26,0.16,0.26,0.85,5,simple,NA,Crossopetalum_uragoga,NA,3.135,3.135,
97,Celastrales,Celastraceae,Euonymus,japonicus,2.27,18.85,9.09,2.2,6.3,0.2,0.9,2,5.5,simple,NA,Euonymus_japonicus,NA,4.25,4.3,
98,Celastrales,Celastraceae,Maytenus,disticha,0.72,20.81,7.46,0.69,0.8,0.06,0.12,0.63,0.68,simple,NA,Maytenus_disticha,NA,0.745,0.745,
99,Celastrales,Celastraceae,Maytenus,phyllanthoides,2.03,32.03,13.05,1.6,5.6,0.1,0.6,1.5,5,simple,NA,Maytenus_phyllanthoides,NA,3.6,3.6,
100,Celastrales,Celastraceae,Peritassa,campestris,0.83,51.15,18.71,5.9,15,0.4,1,5,14,simple,NA,Peritassa_campestris,NA,10.45,10.2,
101,Celastrales,Celastraceae,Plenckia,populnea,6.68,39.39,14.67,4.7,11.1,2,3.7,2.7,7.4,simple,NA,Plenckia_populnea,NA,7.9,7.9,
102,Celastrales,Celastraceae,Semialarium,mexicanum,32.88,148.28,23.56,1.8,14.7,0.2,1.2,1.6,13.5,simple,NA,Semialarium_mexicanum,NA,8.25,8.25,
103,Celastrales,Celastraceae,Wimmeria,bartlettii,17,59.58,10.54,5.5,11,0.6,1,6.1,12,simple,NA,Wimmeria_bartlettii,NA,8.25,9.85,
104,Chloranthales,Chloranthaceae,Ascarina,lucida,4.57,53.38,11.96,2.8,9,0.8,1,2,8,simple,NA,Ascarina_lucida,NA,5.9,5.9,
105,Chloranthales,Chloranthaceae,Ascarina,rubricaulis,5.01,66.03,18.39,4,10,0.4,1.2,4.4,11.2,simple,NA,Ascarina_rubricaulis,NA,7,8.6,
106,Chloranthales,Chloranthaceae,Ascarina,solmsiana,4.36,70.48,26.08,4,8,0.4,1.5,3.6,6.5,simple,NA,Ascarina_solmsiana,NA,6,6,
107,Chloranthales,Chloranthaceae,Hedyosmum,aff_cuatrecazanum,1.6,22.7,15.13,6.92,11.92,1.05,1.43,5.87,10.49,simple,NA,Hedyosmum_aff_cuatrecazanum,NA,9.42,9.42,
108,Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,9.92,122.68,32.16,9,22,0.9,2.3,8.1,19.7,simple,NA,Hedyosmum_mexicanum,NA,15.5,15.5,
109,Commelinales,Commelinaceae,Tradescantia,zanonia,1.07,39.75,30.21,10.5,17.4,0.6,0.67,9.9,16.73,simple,NA,Tradescantia_zanonia,NA,13.95,13.95,
110,Cornales,Hydrangeaceae,Hydrangea,macrophylla,0.98,30.31,16.48,8,20,NA,4,4,16,simple,NA,Hydrangea_macrophylla,NA,14,NA,
111,Crossosomatales,Crossosomataceae,Crossosoma,bigelovii,0.73,20.3,12.82,0.33,1.46,NA,NA,0.33,1.46,simple,NA,Crossosoma_bigelovii,NA,0.895,NA,
112,Crossosomatales,Staphyleaceae,Turpinia,occidentalis,9.67,99.37,29.91,12.35,21.97,2.02,4.12,10.33,17.85,compound,NA,Turpinia_occidentalis,NA,17.16,17.16,
113,Crossosomatales,Strasburgeriaceae,Strasburgeria,calliantha,7.91,81.89,20.89,20,22,0.25,2,18,20,simple,NA,Strasburgeria_calliantha,NA,21,20.125,
114,Cucurbitales,Coriariaceae,Coriaria,ruscifolia,0.58,28.75,15.8,0.5,7.5,NA,NA,0.5,7.5,simple,NA,Coriaria_ruscifolia,NA,4,NA,
115,Cucurbitales,Cucurbitaceae,Apodanthera,congestiflora,1.25,48.21,36.46,4.23,7.02,1.5,2,2.73,5.02,compound,NA,Apodanthera_congestiflora,NA,5.625,5.625,
116,Cucurbitales,Cucurbitaceae,Doyerea,emetocathartica,5.88,122.38,46.99,3.5,14,1.5,8,2,6,simple,NA,Doyerea_emetocathartica,NA,8.75,8.75,
117,Cucurbitales,Cucurbitaceae,Ibervillea,sonorae,6.43,143.79,63.66,4.51,8.81,0.79,2.78,3.72,6.03,simple,NA,Ibervillea_sonorae,NA,6.66,6.66,
118,Dilleniales,Dilleniaceae,Davilla,elliptica,2.97,87.13,17.33,10.78,12.6,0.81,1.45,9.97,11.15,simple,NA,Davilla_elliptica,NA,11.69,11.69,
119,Dilleniales,Dilleniaceae,Hibbertia,bouletii,0.97,41.71,26.25,1.69,3.27,NA,NA,1.69,3.27,simple,NA,Hibbertia_bouletii,NA,2.48,NA,
120,Dilleniales,Dilleniaceae,Hibbertia,lucens,2.98,52.43,16.32,4.47,7.74,NA,NA,4.47,7.74,simple,NA,Hibbertia_lucens,NA,6.105,NA,
121,Dilleniales,Dilleniaceae,Hibbertia,scandens,1.06,53.97,23.26,NA,NA,NA,NA,6,9,simple,7.5,Hibbertia_scandens,7.5,NA,NA,
122,Dilleniales,Dilleniaceae,Hibbertia,trachyphylla,1.97,69.29,13.31,0.36,1.03,NA,NA,0.36,1.03,simple,NA,Hibbertia_trachyphylla,NA,0.695,NA,
123,Dipsacales,Adoxaceae,Sambucus,canadensis,1.78,37.64,19.6,15.72,19.36,2.78,5.41,10.9,15.08,compound,NA,Sambucus_canadensis,NA,17.54,17.085,
124,Dipsacales,Adoxaceae,Sambucus,nigra,9.75,83.27,33.19,11.06,25.81,1.96,7.17,9.1,20.7,compound,NA,Sambucus_nigra,NA,18.435,19.465,
125,Dipsacales,Adoxaceae,Viburnum,acerifolium,0.97,28.43,14.35,5,10,1,3,4,7,simple,NA,Viburnum_acerifolium,NA,7.5,7.5,
126,Dipsacales,Adoxaceae,Viburnum,caudatum,5.84,51.26,17.67,9,13,0.8,1.2,NA,NA,simple,NA,Viburnum_caudatum,NA,11,NA,
127,Dipsacales,Adoxaceae,Viburnum,hartwegii,4.03,62.56,14.27,5,10,2,4,NA,NA,simple,NA,Viburnum_hartwegii,NA,7.5,NA,
128,Dipsacales,Adoxaceae,Viburnum,jucundum,6.28,58.79,20.2,NA,NA,0.3,1.6,NA,NA,simple,13,Viburnum_jucundum,13,NA,NA,
129,Dipsacales,Adoxaceae,Viburnum,lantanoides,2.62,30.47,15.6,10.16,20.32,NA,NA,NA,NA,simple,NA,Viburnum_lantanoides,NA,15.24,NA,
130,Dipsacales,Adoxaceae,Viburnum,microcarpum,6.9,51.27,19.47,7,9,NA,NA,NA,NA,simple,NA,Viburnum_microcarpum,NA,8,NA,
131,Dipsacales,Adoxaceae,Viburnum,tiliifolium,6.88,61.8,24.08,9.5,14,NA,NA,NA,NA,simple,NA,Viburnum_tiliifolium,NA,11.75,NA,
132,Dipsacales,Caprifoliaceae,Abelia,xgrandiflora,3.17,25.45,13.08,2.5,4.5,NA,NA,NA,NA,simple,NA,Abelia_xgrandiflora,NA,3.5,NA,
133,Dipsacales,Caprifoliaceae,Lonicera,japonica,3.78,42.75,15.82,NA,NA,3,8,3,8,simple,NA,Lonicera_japonica,NA,NA,11,
134,Dipsacales,Caprifoliaceae,Lonicera,subspicata,2.95,28.36,16.75,1.6,2.2,NA,NA,NA,NA,simple,NA,Lonicera_subspicata,NA,1.9,NA,
135,Dipsacales,Caprifoliaceae,Symphoricarpos,mollis,1.51,25.16,11.21,1.4,3.8,NA,NA,NA,NA,simple,NA,Symphoricarpos_mollis,NA,2.6,NA,
136,Dipsacales,Caprifoliaceae,Symphoricarpos,rotundifolius,0.49,20.75,11.71,1.2,2.2,NA,NA,NA,NA,simple,NA,Symphoricarpos_rotundifolius,NA,1.7,NA,
137,Dipsacales,Cornaceae,Cornus,alternifolia,4.57,46.67,12.98,5.08,12.7,NA,NA,NA,NA,simple,NA,Cornus_alternifolia,NA,8.89,NA,
138,Ericales,Actinidiaceae,Actinidia,deliciosa,11.6,196.43,39.64,14.48,14.86,NA,NA,NA,NA,simple,NA,Actinidia_deliciosa,NA,14.67,NA,
139,Ericales,Actinidiaceae,Saurauia,scabrida,8.07,108.47,38.51,10,30,NA,NA,NA,NA,simple,NA,Saurauia_scabrida,NA,20,NA,
140,Ericales,Clethraceae,Clethra,alnifolia,2.78,36.35,12.32,NA,NA,2.5,3.5,5,9,simple,NA,Clethra_alnifolia,NA,NA,10,
141,Ericales,Ebenaceae,Diospyros,intricata,2.22,33.81,8.36,0.7,1,NA,NA,NA,NA,simple,NA,Diospyros_intricata,NA,0.85,NA,
142,Ericales,Ericaceae,Arctostaphylos,glandulosa,2.14,22.79,9.58,NA,NA,0.5,1,2,4.5,simple,NA,Arctostaphylos_glandulosa,NA,NA,4,
143,Ericales,Ericaceae,Arctostaphylos,patula,1.38,22.28,9.42,NA,NA,0.7,1.5,2.5,6,simple,NA,Arctostaphylos_patula,NA,NA,5.35,
144,Ericales,Ericaceae,Arctostaphylos,peninsularis,1.47,25.7,9.62,2,3.2,NA,NA,NA,NA,simple,NA,Arctostaphylos_peninsularis,NA,2.6,NA,
145,Ericales,Ericaceae,Arctostaphylos,pringlei,1.72,21.36,9.36,3.5,4.6,NA,NA,NA,NA,simple,NA,Arctostaphylos_pringlei,NA,4.05,NA,
146,Ericales,Ericaceae,Arctostaphylos,uva_ursi,1.05,24.5,9.04,1.27,3.175,NA,NA,NA,NA,simple,NA,Arctostaphylos_uva_ursi,NA,2.2225,NA,
147,Ericales,Ericaceae,Calluna,vulgaris,0.69,21.42,12.43,0.127,0.35,NA,NA,NA,NA,simple,NA,Calluna_vulgaris,NA,0.2385,NA,
148,Ericales,Ericaceae,Cyathodes,straminea,0.53,25.19,9.87,0.6,1.1,NA,NA,NA,NA,simple,NA,Cyathodes_straminea,NA,0.85,NA,
149,Ericales,Ericaceae,Daboecia,cantabrica,0.7,16.9,8.85,0.635,1.5875,NA,NA,NA,NA,simple,NA,Daboecia_cantabrica,NA,1.11125,NA,
150,Ericales,Ericaceae,Disterigma,alaternoides,0.74,21.97,10.84,0.9,3.1,NA,NA,NA,NA,simple,NA,Disterigma_alaternoides,NA,2,NA,
151,Ericales,Ericaceae,Dracophyllum,ramosum,3.35,65.76,9.4,4.2,9,NA,NA,NA,NA,simple,NA,Dracophyllum_ramosum,NA,6.6,NA,
152,Ericales,Ericaceae,Dracophyllum,verticillatum,3.33,31.98,37.11,34.1,37.7,NA,NA,NA,NA,simple,NA,Dracophyllum_verticillatum,NA,35.9,NA,
153,Ericales,Ericaceae,Erica,cinerea,1,19.19,9.9,NA,NA,0.01,0.03,0.25,0.5,simple,NA,Erica_cinerea,NA,NA,0.395,
154,Ericales,Ericaceae,Erica,vagans,0.95,25.13,14.23,NA,NA,0.05,0.1,0.45,0.6,simple,NA,Erica_vagans,NA,NA,0.6,
155,Ericales,Ericaceae,Gaultheria,aff_glomerata,0.58,18.29,10.82,2,5.5,2.5,4,NA,NA,simple,NA,Gaultheria_aff_glomerata,NA,3.75,NA,
