"","order","family","genus","species","stem.length.m","VD.base.um","VD.tip.um","min.length.leaf","max.length.leaf","min.length.petiole","max.length.petiole","min.length.blade","max.length.blade","leaf.type","long.hoja","long.hoja.mean","long.lam.pet.mean","long.hoja.concenso"
"313","Laurales","Calycanthaceae","Idiospermum","Idiospermum_australiense",24,156.75,24.16,NA,NA,1.2,2.5,8,20,"simple",NA,NA,15.85,15.85
"314","Laurales","Hernandiaceae","Gyrocarpus","Gyrocarpus_jatrophifolius",7.7,156.92,30.77,NA,NA,1,42.5,5,45,"simple",NA,NA,46.75,46.75
"315","Laurales","Hernandiaceae","Hernandia","Hernandia_albiflora",7.95,76.44,21.44,NA,NA,NA,1,11,16,"simple",14.5,NA,NA,14.5
"316","Laurales","Hernandiaceae","Hernandia","Hernandia_cordigera",8.5,89.89,24.58,NA,NA,3,10,8,17,"simple",NA,NA,19,19
"317","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium_amazonum",11.76,137.28,31.35,NA,NA,1,8,2,13,"simple",NA,NA,12,12
"318","Laurales","Lauraceae","Beilschmiedia","Beilschmiedia_oreophila",4.23,50.46,10.11,NA,NA,1.36,2.01,14.46,18.18,"simple",NA,NA,18.005,18.005
"319","Laurales","Lauraceae","Cryptocarya","Cryptocarya_aristata",9.75,71.07,14.96,NA,NA,5,10,6.5,8,"simple",NA,NA,14.75,14.75
"320","Laurales","Lauraceae","Cryptocarya","Cryptocarya_aurea",3.75,63.7,17.36,NA,NA,0.94,1.33,8.69,10.23,"simple",NA,NA,10.595,10.595
"321","Laurales","Lauraceae","Cryptocarya","Cryptocarya_elliptica",5.39,53.88,13.25,NA,NA,0.6,2,3.5,11,"simple",NA,NA,8.55,8.55
"322","Laurales","Lauraceae","Cryptocarya","Cryptocarya_gracilis",4.35,69.92,16.43,NA,NA,0.3,0.5,3,6,"simple",NA,NA,4.9,4.9
"323","Laurales","Lauraceae","Cryptocarya","Cryptocarya_longifolia",3.5,56.71,15.71,NA,NA,0.6,1,6,13,"simple",NA,NA,10.3,10.3
"324","Laurales","Lauraceae","Cryptocarya","Cryptocarya_macrodesme",5.68,75.35,25.75,NA,NA,2,5,11,30,"simple",NA,NA,24,24
"325","Laurales","Lauraceae","Cryptocarya","Cryptocarya_odorata",3.9,86.4,21.16,NA,NA,1,2,6,16,"simple",NA,NA,12.5,12.5
"326","Laurales","Lauraceae","Cryptocarya","Cryptocarya_oubatchensis",5.89,73.8,20.38,NA,NA,0.8,1.5,5,12,"simple",NA,NA,9.65,9.65
"327","Laurales","Lauraceae","Cryptocarya","Cryptocarya_pluricostata",3.65,54.46,11.65,NA,NA,1.5,2,5,12,"simple",NA,NA,10.25,10.25
"328","Laurales","Lauraceae","Cryptocarya","Cryptocarya_velutinosa",7.3,70.07,17.5,NA,NA,0.91,1.42,11.69,16.29,"simple",NA,NA,15.155,15.155
"329","Laurales","Lauraceae","Endiandra","Endiandra_baillonii",4.42,69.59,18.12,NA,NA,1.5,3,5,7.5,"simple",NA,NA,8.5,8.5
"330","Laurales","Lauraceae","Licaria","Licaria_nayaritensis",3.98,51.77,22.72,NA,NA,0.4,0.9,6.5,12,"simple",NA,NA,9.9,9.9
"331","Laurales","Lauraceae","Lindera","Lindera_benzoin",2.91,34.56,16.24,NA,NA,0.5,1.2,6,15,"simple",NA,NA,11.35,11.35
"332","Laurales","Lauraceae","Nectandra","Nectandra_ambigens",18,133.07,38.15,NA,NA,2,2.8,9.5,26,"simple",NA,NA,20.15,20.15
"333","Laurales","Lauraceae","Ocotea","Ocotea_corymbosa",4.63,64.86,13.27,NA,NA,0.8,2,5,10,"simple",NA,NA,8.9,8.9
"334","Laurales","Lauraceae","Sassafras","Sassafras_albidum",5,68.51,17.74,NA,NA,NA,2.54,10,16,"simple",15.54,NA,NA,15.54
"335","Laurales","Monimiaceae","Hedycarya","Hedycarya_cupulata",5.53,62.31,18.84,NA,NA,6,1.5,5,13,"simple",NA,NA,12.75,12.75
"336","Laurales","Monimiaceae","Hedycarya","Hedycarya_engleriana",5.74,72.33,20.84,NA,NA,0.4,0.7,5,10,"simple",NA,NA,8.05,8.05
"337","Laurales","Monimiaceae","Hedycarya","Hedycarya_parvifolia",7.83,63.39,12.37,NA,NA,0.4,1.5,3,11,"simple",NA,NA,7.95,7.95
"338","Laurales","Monimiaceae","Kibaropsis","Kibaropsis_caledonica",6.28,37.89,23.73,NA,NA,NA,NA,20,25,"simple",22.5,NA,NA,22.5
"339","Laurales","Monimiaceae","Palmeria","Palmeria_scandens",6.67,60.47,28.7,NA,NA,0.4,1.4,4.5,19,"simple",NA,NA,12.65,12.65
"340","Laurales","Monimiaceae","Wilkiea","Wilkiea_hugeliana",2.64,45.1,11.18,NA,NA,0.6,1,6,15,"simple",NA,NA,11.3,11.3
"341","Laurales","Siparunaceae","Siparuna","Siparuna_gesnerioides",9.3,63.68,19.98,NA,NA,1,5,10,28,"simple",NA,NA,22,22
"342","Laurales","Siparunaceae","Siparuna","Siparuna_thecaphora",4.77,51.83,25.71,NA,NA,0.7,3,9,30,"simple",NA,NA,21.35,21.35
"343","Liliales","Smilacaceae","Smilax","Smilax_leucophylla",6.18,74.23,38.26,NA,NA,4,5,10,32,"simple",NA,NA,25.5,25.5
"344","Liliales","Smilacaceae","Smilax","Smilax_polyantha",3.94,69.69,29.9,NA,NA,0.35,1.04,3.08,7.57,"simple",NA,NA,6.02,6.02
"345","Magnoliales","Annonaceae","Annona","Annona_coriacea",2.71,94.09,17.89,NA,NA,NA,0.5,10,13.5,"simple",12.25,NA,NA,12.25
"346","Magnoliales","Annonaceae","Annona","Annona_leptopetala",4.43,33.82,12.66,NA,NA,0.6,0.8,8,10,"simple",NA,NA,9.7,9.7
"347","Magnoliales","Annonaceae","Cymbopetalum","Cymbopetalum_baillonii",11.93,87.72,30.05,NA,NA,0.3,0.7,3.1,25.5,"simple",NA,NA,14.8,14.8
"348","Magnoliales","Annonaceae","Hubera","Hubera_nitidissima",8.6,52.58,16.21,NA,NA,0.09,0.58,5.2,10.88,"simple",NA,NA,8.375,8.375
"349","Magnoliales","Annonaceae","Meiogyne","Meiogyne_tiebaghiensis",5.1,47.88,20.13,NA,NA,0.1,0.11,2.5,23,"simple",NA,NA,12.855,12.855
"350","Magnoliales","Eupomatiaceae","Eupomatia","Eupomatia_barbata",0.49,20.17,15.32,NA,NA,0.25,0.6,6,22,"simple",NA,NA,14.425,14.425
"351","Magnoliales","Eupomatiaceae","Eupomatia","Eupomatia_laurina",10.63,67.51,14.65,NA,NA,NA,0.3,7,20,"simple",13.8,NA,NA,13.8
"352","Magnoliales","Himantandraceae","Galbulimima","Galbulimima_baccata",8.31,75.78,25.07,NA,NA,0.8,2,7,11.5,"simple",NA,NA,10.65,10.65
"353","Magnoliales","Magnoliaceae","Liriodendron","Liriodendron_tulipifera",30.15,74.25,16.5,NA,NA,5,11.5,7.5,15,"simple",NA,NA,19.5,19.5
"354","Magnoliales","Myristicaceae","Virola","Virola_guatemalensis",6.78,70.6,28.18,NA,NA,0.5,1.4,13,25,"simple",NA,NA,19.95,19.95
"355","Malpighiales","Achariaceae","Ryparosa","Ryparosa_kurrangii",14.83,76.14,24.07,NA,NA,2.5,4,15,32,"simple",NA,NA,26.75,26.75
"356","Malpighiales","Balanopaceae","Balanops","Balanops_pancheri",3.52,32.74,20.93,NA,NA,0.6,0.8,12,18,"simple",NA,NA,15.7,15.7
"357","Malpighiales","Calophyllaceae","Kielmeyera","Kielmeyera_grandiflora",2.52,66.02,32.55,8.4,12.3,0.5,1.1,8.4,12.3,"simple",NA,10.35,11.15,11.15
"358","Malpighiales","Chrysobalanaceae","Couepia","Couepia_grandiflora",2.64,114.31,15.5,NA,NA,0.3,1.3,7.5,18,"simple",NA,NA,13.55,13.55
"359","Malpighiales","Clusiaceae","Garcinia","Garcinia_intermedia",12.5,83.9,28.32,NA,NA,1.5,2.5,12,24,"simple",NA,NA,20,20
"360","Malpighiales","Clusiaceae","Montrouziera","Montrouziera_sphaeroidea",2.21,89.25,13.75,7.5,10.1,0.7,1.8,6.2,8.3,"simple",NA,8.8,8.5,8.5
"361","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum_revolutum",4.87,37.98,8.28,NA,NA,0.2,0.62,1.6,6,"simple",NA,NA,4.21,4.21
"362","Malpighiales","Euphorbiaceae","Adelia","Adelia_brandegeei",3.52,36.58,14.67,NA,NA,0,0.2,2,3,"simple",NA,NA,2.6,2.6
"363","Malpighiales","Euphorbiaceae","Cnidoscolus","Cnidoscolus_urens",1.34,65.24,32.8,NA,NA,3,5,3,5,"simple",NA,NA,8,8
"364","Malpighiales","Euphorbiaceae","Croton","Croton_blanchetianus",4.96,46.01,9.76,NA,NA,0.7,1.5,5,6,"simple",NA,NA,6.6,6.6
"365","Malpighiales","Euphorbiaceae","Croton","Croton_californicus",0.67,30.44,10.87,NA,NA,1,3.5,2.5,5,"simple",NA,NA,6,6
"366","Malpighiales","Euphorbiaceae","Croton","Croton_echioideus",3.9,24.83,12.87,NA,NA,3.3,6.5,8.5,12,"simple",NA,NA,15.15,15.15
"367","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_californica",1.84,55.76,17.84,0.8,3,0.6,1,0.6,2,"simple",NA,1.9,2.1,2.1
"368","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_lomelii",1.53,31.68,10.95,NA,NA,0.1,0.3,0.3,1,"simple",NA,NA,0.85,0.85
"369","Malpighiales","Euphorbiaceae","Homalanthus","Homalanthus_populifolius",8.5,95.43,34.75,NA,NA,3,9.5,6.5,11.5,"simple",NA,NA,15.25,15.25
"370","Malpighiales","Euphorbiaceae","Jatropha","Jatropha_cinerea",4.37,80.62,14.24,3,6.5,2,6,2,4,"simple",NA,4.75,7,7
"371","Malpighiales","Euphorbiaceae","Jatropha","Jatropha_cuneata",1.27,60,11.45,NA,NA,0,0.2,0.7,1.9,"simple",NA,NA,1.4,1.4
"372","Malpighiales","Euphorbiaceae","Jatropha","Jatropha_mollissima",1.75,37.38,23.3,NA,NA,5,21.5,7,18.5,"simple",NA,NA,26,26
"373","Malpighiales","Euphorbiaceae","Manihot","Manihot_dichotoma",6.03,123.73,32.47,NA,NA,5,15,5,10,"simple",NA,NA,17.5,17.5
"374","Malpighiales","Euphorbiaceae","Sapium","Sapium_glandulosum",6.74,109.6,19.77,NA,NA,0.5,2,10,16,"simple",NA,NA,14.25,14.25
"375","Malpighiales","Euphorbiaceae","Stillingia","Stillingia_trapezoidea",3.82,77.62,12.91,NA,NA,0.5,1,1.9,6.5,"simple",NA,NA,4.95,4.95
"376","Malpighiales","Hypericaceae","Hypericum","Hypericum_aciculare",0.69,12.67,5.85,NA,NA,NA,NA,0.35,0.7,"simple",0.52,NA,NA,0.52
"377","Malpighiales","Hypericaceae","Hypericum","Hypericum_androsaemum",0.81,23.57,12.65,NA,NA,NA,NA,3.5,10,"simple",6.75,NA,NA,6.75
"378","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima_coccolobifolia",1.79,50.75,16.01,NA,NA,0.5,1.5,7.5,15,"simple",NA,NA,12.25,12.25
"379","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima_intermedia",1.24,39.65,11.88,6.78,11.36,NA,NA,7,14,"simple",NA,9.07,NA,9.07
"380","Malpighiales","Ochnaceae","Ouratea","Ouratea_spectabilis",1.86,61.75,15.95,NA,NA,0.1,0.2,7.5,10,"simple",NA,NA,8.9,8.9
"381","Malpighiales","Passifloraceae","Passiflora","Passiflora_edulis",6.93,99.59,21.93,NA,NA,3,9.5,6.5,11.5,"simple",NA,NA,15.25,15.25
"382","Malpighiales","Passifloraceae","Passiflora","Passiflora_filipes",2.36,51.83,16.87,NA,NA,1.5,2.5,1,3,"simple",NA,NA,4,4
"383","Malpighiales","Phyllanthaceae","Breynia","Breynia_cernua",1.04,32.77,19.24,NA,NA,1.7,3.5,2.5,4,"simple",NA,NA,5.85,5.85
"384","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus_aeneus",1.49,39.85,14.85,NA,NA,0.4,0.8,NA,7,"simple",7.6,NA,NA,7.6
"385","Malpighiales","Picrodendraceae","Austrobuxus","Austrobuxus_eugeniifolius",1.65,60.15,39.15,4.03,6.29,0.32,0.63,3.71,5.66,"simple",NA,5.16,5.16,5.16
"386","Malpighiales","Picrodendraceae","Petalostigma","Petalostigma_quadriloculare",0.14,20.09,9.35,NA,NA,0.4,0.8,2.2,7,"simple",NA,NA,5.2,5.2
"387","Malpighiales","Rhizophoraceae","Rhizophora","Rhizophora_mangle",10.53,79.57,10.99,NA,NA,1.5,2,6,12,"simple",NA,NA,10.75,10.75
"388","Malpighiales","Salicaceae","Populus","Populus_tremula",6,49.17,13.22,7,13,4,6,3,7,"simple",NA,10,10,10
"389","Malpighiales","Salicaceae","Populus","Populus_tremuloides",11.22,45.94,11.88,4,13,1,6,3,7,"simple",NA,8.5,8.5,8.5
"390","Malpighiales","Salicaceae","Salix","Salix_caprea",7.73,50.16,12.97,5,10,NA,0.5,NA,NA,"simple",10,7.5,NA,7.5
"391","Malpighiales","Salicaceae","Salix","Salix_lasiolepis",4.08,39.66,12.57,NA,NA,0.3,1.6,3.5,12.5,"simple",NA,8.95,8.95,8.95
"392","Malpighiales","Violaceae","Hymenanthera","Hymenanthera_dentata",4.54,29.56,8.34,2.5,4,NA,NA,NA,NA,"simple",4.5,3.25,NA,3.25
"393","Malpighiales","Violaceae","Rinorea","Rinorea_guatemalensis",7.92,45.93,19.84,7,14.5,0.4,0.9,6.6,13.6,"simple",14.25,10.75,10.75,10.75
"394","Malvales","Bixaceae","Cochlospermum","Cochlospermum_regium",8.32,145.66,15.16,NA,NA,NA,NA,NA,NA,"simple",8.0714,NA,NA,8.0714
"395","Malvales","Malvaceae","Brachychiton","Brachychiton_acerifolius",9.3,114.61,12.27,12,20,NA,NA,NA,NA,"simple",22,16,NA,16
"396","Malvales","Malvaceae","Byttneria","Byttneria_aculeata",5.82,53.94,22.72,7,12.5,NA,NA,NA,NA,"simple",13.25,9.75,NA,9.75
"397","Malvales","Malvaceae","Ceiba","Ceiba_pentandra",25.5,244.3,71.26,11,40,5,25,NA,NA,"compound",31,25.5,NA,25.5
"398","Malvales","Malvaceae","Malacothamnus","Malacothamnus_fasciculatus",2.7,28.82,15.03,NA,NA,NA,NA,2,8,"simple",8,NA,NA,8
"399","Malvales","Malvaceae","Melochia","Melochia_tomentosa",1.02,32.67,10.64,NA,NA,0.3,2.5,1.5,6,"simple",4.5,NA,5.15,5.15
"400","Malvales","Malvaceae","Sida","Sida_galheirensis",1.08,29.31,9.71,1.5,4,0.9,1.1,NA,NA,"simple",3.5,2.75,NA,2.75
"401","Malvales","Malvaceae","Sphaeralcea","Sphaeralcea_ambigua",1.17,23.88,9.63,NA,NA,NA,NA,1.5,5,"simple",4,NA,NA,4
"402","Malvales","Muntingiaceae","Muntingia","Muntingia_calabura",9.33,147.28,30.03,4,14,1,4,NA,NA,"simple",11,9,NA,9
"403","Malvales","Thymelaeaceae","Daphne","Daphne_laureola",0.62,23.28,8.51,3,12,NA,NA,NA,NA,"simple",9,7.5,NA,7.5
"404","Malvales","Thymelaeaceae","Ovidia","Ovidia_pillopillo",1.81,23.38,10.31,NA,NA,NA,NA,2,8,"simple",8,NA,NA,8
"405","Malvales","Thymelaeaceae","Pimelea","Pimelea_linifolia",1.2,23.03,11.38,NA,NA,NA,NA,0.4,2.9,"simple",1.85,NA,NA,1.85
"406","Metteneusiales","Metteneusiaceae","Calatola","Calatola_costaricensis",17.77,92.2,22.33,NA,NA,1,2,6,15,"simple",NA,NA,12,12
"407","Myrtales","Combretaceae","Combretum","Combretum_leprosum",7.03,73.77,13.99,NA,NA,NA,NA,NA,NA,"simple",14.6961,NA,NA,14.6961
"408","Myrtales","Melastomataceae","Brachyotum","Brachyotum_rotundifolium",2.88,19.29,10.61,NA,NA,NA,NA,NA,NA,"simple",9.02,NA,NA,9.02
"409","Myrtales","Melastomataceae","Miconia","Miconia_albicans",3.75,61.88,13.72,NA,NA,NA,NA,NA,NA,"simple",6.56284,NA,NA,6.56284
"410","Myrtales","Melastomataceae","Miconia","Miconia_cf_dodsonii",0.82,18.78,13.07,NA,NA,NA,NA,NA,NA,"simple",3.9632,NA,NA,3.9632
"411","Myrtales","Melastomataceae","Miconia","Miconia_namandensis",0.89,12.09,12.31,3.7,7.2,0.7,1.2,3,6,"simple",6.4624,5.45,5.45,5.45
"412","Myrtales","Myrtaceae","Angophora","Angophora_costata",31.3,112.4,26.02,7.9,21.5,0.9,2.5,7,19,"simple",NA,14.7,14.7,14.7
"413","Myrtales","Myrtaceae","Campomanesia","Campomanesia_adamantium",1.68,52.66,12.01,NA,NA,NA,NA,NA,NA,"simple",4.6274,NA,NA,4.6274
"414","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus_coccifera",13.67,117.97,25.81,5.8,12.2,0.8,2.2,5,10,"simple",NA,9,9,9
"415","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus_pilularis",28.07,143.6,20.69,9,16,NA,NA,NA,NA,"simple",17,12.5,NA,12.5
"416","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus_regnans",46.67,157.95,27.3,9,14,1.2,2.2,NA,NA,"simple",16,11.5,NA,11.5
"417","Myrtales","Myrtaceae","Melaleuca","Melaleuca_pancheri",3.53,87.81,15.03,4,7,NA,NA,NA,NA,"simple",7.5,5.5,NA,5.5
"418","Myrtales","Myrtaceae","Metrosideros","Metrosideros_operculata",5.35,79.68,9.82,1.2,4,NA,NA,NA,NA,"simple",3.2,2.6,NA,2.6
"419","Myrtales","Myrtaceae","Pleurocalyptus","Pleurocalyptus_pancheri",6.55,104.56,12.58,10,22,NA,NA,NA,NA,"simple",21,16,NA,16
"420","Myrtales","Myrtaceae","Syzygium","Syzygium_macranthum",5.33,112.83,10.79,5,18,NA,NA,NA,NA,"simple",14,11.5,NA,11.5
"421","Myrtales","Onagraceae","Fuchsia","Fuchsia_magellanica",1.39,32.57,16.1,1.5,7,0.3,2,1.2,5,"simple",4.7175,4.25,4.25,4.25
"422","Myrtales","Vochysiaceae","Callisthene","Callisthene_minor",4.25,31.39,11.62,NA,NA,NA,0.1,0.9,1.5,"simple",1.3,NA,NA,1.3
"423","Myrtales","Vochysiaceae","Vochysia","Vochysia_guatemalensis",19.33,173.45,33.16,NA,NA,1.3,3,6,17,"simple",NA,NA,13.65,13.65
"424","Oxalidales","Brunelliaceae","Brunellia","Brunellia_mexicana",15.87,106.85,13.32,NA,NA,6,15,15,45,"compound",NA,NA,40.5,40.5
"425","Oxalidales","Connaraceae","Rourea","Rourea_glabra",23.16,127.76,21.23,NA,NA,0.5,7,2,15,"compound",NA,NA,12.25,12.25
"426","Oxalidales","Cunoniaceae","Bauera","Bauera_rubioides",0.64,23.5,8.43,NA,NA,NA,NA,0.56,1.56,"compound",1.06,NA,NA,1.06
"427","Oxalidales","Cunoniaceae","Ceratopetalum","Ceratopetalum_apetalum",19.05,55.41,20.66,NA,NA,1,2,6,12,"compound",NA,NA,10.5,10.5
"428","Oxalidales","Cunoniaceae","Ceratopetalum","Ceratopetalum_gummiferum",12,55.33,10.35,NA,NA,1.23,3.85,3.28,7.95,"compound",NA,NA,8.155,8.155
"429","Oxalidales","Cunoniaceae","Codia","Codia_spatulata",1.45,65.6,18.91,NA,NA,1,2,3,10.5,"simple",NA,NA,8.25,8.25
"430","Oxalidales","Cunoniaceae","Eucryphia","Eucryphia_moorei",12.05,37.85,12.76,NA,NA,1,3,5,15,"compound",NA,NA,12,12
"431","Oxalidales","Cunoniaceae","Geissois","Geissois_pruinosa",6.24,65.79,15.67,NA,NA,3.9,11.3,7.47,22.6,"compound",NA,NA,22.635,22.635
"432","Oxalidales","Cunoniaceae","Pancheria","Pancheria_hirsuta",3.89,40.15,12.64,NA,NA,0.47,2.44,5.32,8.14,"compound",NA,NA,8.185,8.185
"433","Oxalidales","Elaeocarpaceae","Dubouzetia","Dubouzetia_campanulata",4.93,48.28,10.66,NA,NA,0.5,1.5,5,12,"simple",NA,NA,9.5,9.5
"434","Oxalidales","Elaeocarpaceae","Elaeocarpus","Elaeocarpus_angustifolius",25.4,151.76,26.21,NA,NA,1,1.5,9,14,"simple",NA,NA,12.75,12.75
"435","Oxalidales","Elaeocarpaceae","Elaeocarpus","Elaeocarpus_reticulatus",9.75,53.25,18.11,NA,NA,0.5,2,5,13,"compound",NA,NA,10.25,10.25
"436","Oxalidales","Elaeocarpaceae","Tetratheca","Tetratheca_rubioides",0.22,11.15,8.17,0.3,1.5,NA,NA,NA,NA,"simple",NA,0.9,NA,0.9
"437","Pandanales","Pandanaceae","Pandanus","Pandanus_tectorius",8.9,93.07,12.09,NA,180,NA,NA,NA,NA,"simple",180,NA,NA,180
"438","Paracryphiales","Paracryphiaceae","Paracryphia","Paracryphia_alticola",4.19,42.96,12.54,NA,NA,2.5,4,5,13,"simple",NA,NA,12.25,12.25
"439","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_major",3.85,55.54,15.83,NA,NA,2.2,3.74,11,15.5,"simple",NA,NA,16.22,16.22
"440","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_oreophila",2,30.46,12.86,NA,NA,0.33,0.8,1.87,3.8,"simple",NA,NA,3.4,3.4
"441","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_sieberi",13,75.61,14.86,NA,NA,1.15,2.18,6.85,11.59,"simple",NA,NA,10.885,10.885
"442","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_verdonii",11.57,61.65,21.25,NA,NA,1,2.5,5,15,"simple",NA,NA,11.75,11.75
"443","Picramniales","Picramniaceae","Alvaradoa","Alvaradoa_amorphoides",6.23,62.46,23.3,NA,NA,1.7,3,12.5,21,"compound",NA,NA,19.1,19.1
"444","Picramniales","Picramniaceae","Picramnia","Picramnia_antidesma",5.8,35.57,20.89,NA,NA,1,5,6.5,18,"compound",NA,NA,15.25,15.25
"445","Piperales","Aristolochiaceae","Aristolochia","Aristolochia_emiliae",0.15,20.26,12.83,NA,NA,0.4,0.9,5,8.5,"simple",NA,NA,7.4,7.4
"446","Piperales","Aristolochiaceae","Aristolochia","Aristolochia_taliscana",4.44,78.05,25.94,2.5,7,NA,NA,NA,NA,"simple",NA,4.75,NA,4.75
"447","Piperales","Piperaceae","Piper","Piper_amalago",7.5,66.73,20.65,NA,NA,0.6,1.5,7.5,12,"simple",NA,NA,10.8,10.8
"448","Piperales","Piperaceae","Piper","Piper_novae_hollandiae",21.65,193.6,19.4,NA,NA,0.6,3,4,12,"simple",NA,NA,9.8,9.8
"449","Poales","Flagellariaceae","Flagellaria","Flagellaria_neocaledonica",2.97,103.68,27.76,22,54,NA,NA,NA,NA,"simple",NA,38,NA,38
"450","Poales","Poaceae","Panicum","Panicum_clandestinum",1.04,36.78,22.02,10,25,NA,NA,NA,NA,"simple",NA,17.5,NA,17.5
"451","Poales","Restionaceae","Baloskion","Baloskion_tetraphyllum",1.24,33.46,17.84,NA,NA,NA,NA,1.44,3.32,"simple",2.38,NA,NA,2.38
"452","Proteales","Proteaceae","Bellendena","Bellendena_montana",0.5,24.52,7.84,1,6,NA,NA,NA,NA,"simple",NA,3.5,NA,3.5
"453","Proteales","Proteaceae","Embothrium","Embothrium_coccineum",1.34,30.86,8.17,4,8,NA,NA,NA,NA,"simple",NA,6,NA,6
"454","Proteales","Proteaceae","Grevillea","Grevillea_exul",3.11,78.35,18.73,NA,NA,0.9,2.1,6.6,9.6,"simple",NA,NA,9.6,9.6
"455","Proteales","Proteaceae","Lambertia","Lambertia_formosa",2.8,34.44,12.06,3,8,NA,NA,NA,NA,"simple",NA,5.5,NA,5.5
"456","Proteales","Proteaceae","Orites","Orites_diversifolius",1.99,34.81,8.11,NA,NA,0.2,0.3,2,12,"simple",NA,NA,7.25,7.25
"457","Proteales","Proteaceae","Persoonia","Persoonia_falcata",5,102.98,16.58,8,35,NA,NA,NA,NA,"simple",NA,21.5,NA,21.5
"458","Proteales","Proteaceae","Roupala","Roupala_montana",5.63,89.07,15.11,NA,NA,3,5,5,12,"simple",NA,NA,12.5,12.5
"459","Proteales","Proteaceae","Stenocarpus","Stenocarpus_umbellifer",1.43,63.55,17.06,NA,NA,0.3,0.76,2.57,4.91,"simple",NA,NA,4.27,4.27
"460","Proteales","Proteaceae","Symphionema","Symphionema_montanum",0.56,16.71,12.12,1.66,4.08,NA,NA,NA,NA,"simple",NA,2.87,NA,2.87
"461","Proteales","Proteaceae","Telopea","Telopea_truncata",2.09,33.46,15.44,3,14,NA,NA,NA,NA,"simple",NA,8.5,NA,8.5
"462","Ranunculales","Berberidaceae","Berberis","Berberis_aquifolium",3.76,25.16,11.66,NA,NA,1,6,5.1,8.7,"compound",NA,NA,10.4,10.4
"463","Ranunculales","Berberidaceae","Berberis","Berberis_darwinii",0.95,17.29,8.78,NA,NA,0.1,0.3,1.7,3,"simple",NA,NA,2.55,2.55
"464","Ranunculales","Berberidaceae","Berberis","Berberis_empetrifolia",0.67,18.87,8.52,NA,NA,0.1,0.25,0.5,1.8,"simple",NA,NA,1.325,1.325
"465","Ranunculales","Berberidaceae","Berberis","Berberis_microphylla",0.79,18.38,7.8,NA,NA,0.2,0.8,2,6,"simple",NA,NA,4.5,4.5
"466","Ranunculales","Berberidaceae","Berberis","Berberis_serratodentata",0.82,17.2,8.68,NA,NA,0.6,0.7,2.3,9.3,"simple",NA,NA,6.45,6.45
"467","Ranunculales","Berberidaceae","Nandina","Nandina_domestica",0.62,13.75,9.11,30,50,0.97,2.01,NA,NA,"compound",NA,40,NA,40
"468","Ranunculales","Menispermaceae","Hyperbaena","Hyperbaena_ilicifolia",3.48,88.24,20.54,NA,NA,NA,NA,NA,NA,"simple",9,NA,NA,9
"469","Ranunculales","Menispermaceae","Stephania","Stephania_japonica",6.23,105.08,31.23,NA,NA,3,12,5,12,"simple",NA,NA,16,16
"470","Ranunculales","Papaveraceae","Bocconia","Bocconia_arborea",8.22,148.79,27.83,15,25,0.94,1.92,NA,NA,"simple",NA,20,NA,20
"471","Ranunculales","Ranunculaceae","Clematis","Clematis_glycinoides",8.86,70.2,34.26,NA,NA,2,8,2.5,13,"compound",NA,NA,12.75,12.75
"472","Ranunculales","Ranunculaceae","Clematis","Clematis_vitalba",4.17,73.77,15.8,NA,NA,1.07,5.26,9,13.2,"compound",NA,NA,14.265,14.265
"473","Rosales","Moraceae","Ficus","Ficus_insipida",21,218.76,44.32,10,25,3,8,NA,NA,"simple",NA,17.5,NA,17.5
"474","Rosales","Moraceae","Pseudolmedia","Pseudolmedia_glabrata",17,109.67,31.44,6,22,NA,NA,NA,NA,"simple",NA,14,NA,14
"475","Rosales","Rhamnaceae","Alphitonia","Alphitonia_neocaledonica",5.37,76.43,12.14,NA,NA,1,3,NA,NA,"simple",9.94,NA,NA,9.94
"476","Rosales","Rhamnaceae","Ceanothus","Ceanothus_cordulatus",2.08,19,8.86,NA,NA,0.2,0.8,1,3,"simple",NA,NA,2.5,2.5
"477","Rosales","Rhamnaceae","Ceanothus","Ceanothus_cuneatus",4.37,29.11,7.92,NA,NA,0.1,0.3,0.4,2.2,"simple",NA,NA,1.5,1.5
"478","Rosales","Rhamnaceae","Ceanothus","Ceanothus_leucodermis",1.42,24.9,10.92,NA,NA,0.3,0.7,0.5,3,"simple",NA,NA,2.25,2.25
"479","Rosales","Rhamnaceae","Ceanothus","Ceanothus_spinosus",7.08,32.27,10.45,NA,NA,0.4,0.7,1.1,3.5,"simple",NA,NA,2.85,2.85
"480","Rosales","Rhamnaceae","Colubrina","Colubrina_viridis",3.38,42.68,9.23,NA,NA,0.1,1.6,0.6,4.2,"simple",NA,NA,3.25,3.25
