order,family,genus,sp,locality,authority,collector,coll,Wood Density g/ml
Asterales,Asteraceae,Baccharis,sp,,,Camarero,22.1,0.39
Asterales,Asteraceae,Baccharis,sp,,,Camarero,22.2,0.44
Asterales,Asteraceae,Baccharis,sp,,,Camarero,22.3,0.43
Fagales,Nothofagaceae,Nothofagus,pumilio,,(Poepp. et Endl.) Krasser,Fajardo,P.Np 1,0.45
Fagales,Nothofagaceae,Nothofagus,pumilio,,(Poepp. et Endl.) Krasser,Fajardo,P.Np 2,0.41
Fagales,Nothofagaceae,Nothofagus,pumilio,,(Poepp. et Endl.) Krasser,Fajardo,P.Np 3,0.41
Ericales,Actinidiaceae,Saurauia,scabrida,,Hemsl.,Olson,4033,0.48
Ericales,Actinidiaceae,Saurauia,scabrida,,Hemsl.,Olson,4034,0.47
Ericales,Actinidiaceae,Saurauia,scabrida,,Hemsl.,Olson,4035,0.41
Malvales,Malvaceae,Sida,galheirensis,,Ulbr. ,Olson,4692,0.63
Malvales,Malvaceae,Sida,galheirensis,,Ulbr. ,Olson,4693,0.65
Santalales,Loranthaceae,Amyema,pendula,,(Sieber ex. Spreng.) Tiegh.,Olson,2220,0.7
Santalales,Loranthaceae,Amyema,pendula,,(Sieber ex. Spreng.) Tiegh.,Olson,2221,0.67
Santalales,Loranthaceae,Amyema,pendula,,(Sieber ex. Spreng.) Tiegh.,Olson,2222,0.58
Rosales,Rhamnaceae,Alphitonia,neocaledonica,,(Schltr.) Guillaumin,Castorena,325,0.72
Rosales,Rhamnaceae,Alphitonia,neocaledonica,,(Schltr.) Guillaumin,Castorena,326,0.82
Rosales,Rhamnaceae,Alphitonia,neocaledonica,,(Schltr.) Guillaumin,Castorena,327,0.75
Gentianales,Apocynaceae,Allamanda,blanchetii,,A. DC.,Olson,4802,0.75
Gentianales,Apocynaceae,Allamanda,blanchetii,,A. DC.,Olson,4803,0.62
Gentianales,Apocynaceae,Allamanda,blanchetii,,A. DC.,Olson,4804,0.59
Fabales,Fabaceae,Stylosanthes,viscosa,,Sw.,Olson,4730,0.6
Fabales,Fabaceae,Stylosanthes,viscosa,,Sw.,Olson,4731,0.71
Fabales,Fabaceae,Stylosanthes,viscosa,,Sw.,Olson,4732,0.65
Fagales,Fagaceae,Quercus,robur,,L.,Camarero,Qro1,0.46
Fagales,Fagaceae,Quercus,robur,,L.,Camarero,Qro2,0.42
Fagales,Fagaceae,Quercus,robur,,L.,Camarero,Qro3,0.53
Myrtales,Myrtaceae,Syzygium,macranthum,,Brongn. & Gris,Castorena,271,0.51
Myrtales,Myrtaceae,Syzygium,macranthum,,Brongn. & Gris,Castorena,272,0.4136
Myrtales,Myrtaceae,Syzygium,macranthum,,Brongn. & Gris,Castorena,273,0.5
Magnoliales,Annonaceae,Annona,crassiflora,,Mart.,Olson,4610,0.19
Magnoliales,Annonaceae,Annona,crassiflora,,Mart.,Olson,4611,0.33
Magnoliales,Annonaceae,Annona,crassiflora,,Mart.,Olson,4612,0.43
Rosales,Rosaceae,Sorbus,chamaemespilus,,(L.) Crantz,Camarero,Sch1,0.57
Rosales,Rosaceae,Sorbus,chamaemespilus,,(L.) Crantz,Camarero,Sch2,0.68
Rosales,Rosaceae,Sorbus,chamaemespilus,,(L.) Crantz,Camarero,Sch3,0.58
Fagales,Nothofagaceae,Nothofagus,antarctica,,(G. Forst.) Oerst.,Fajardo,P.Na 1,0.5
Fagales,Nothofagaceae,Nothofagus,antarctica,,(G. Forst.) Oerst.,Fajardo,P.Na 2,0.5
Fagales,Nothofagaceae,Nothofagus,antarctica,,(G. Forst.) Oerst.,Fajardo,P.Na 3,0.53
Oxalidales,Cunoniaceae,Eucryphia,moorei,,F. Muell. ,Olson,2399,0.5
Oxalidales,Cunoniaceae,Eucryphia,moorei,,F. Muell. ,Olson,2400,0.46
Oxalidales,Cunoniaceae,Eucryphia,moorei,,F. Muell. ,Olson,2401,0.47
Malvales,Bixaceae,Cochlospermum,fraseri,,Planch.,Rosell,2,0.27
Malvales,Bixaceae,Cochlospermum,fraseri,,Planch.,Rosell,3,0.2
Malvales,Bixaceae,Cochlospermum,fraseri,,Planch.,Rosell,5,0.36
Oxalidales,Cunoniaceae,Bauera,rubioides,,Andrews,Olson,2290,0.6
Oxalidales,Cunoniaceae,Bauera,rubioides,,Andrews,Olson,2291,0.62
Oxalidales,Cunoniaceae,Bauera,rubioides,,Andrews,Olson,2292,0.63
Laurales,Lauraceae,Nectandra,ambigens,,(S.F. Blake) C.K. Allen,Olson,4106,0.41
Proteales,Proteaceae,Grevillea,exul,,Lindl.,Castorena,266,0.58
Proteales,Proteaceae,Grevillea,exul,,Lindl.,Castorena,267,0.65
Ranunculales,Berberidaceae,Berberis,empetrifolia,,Lam.,Fajardo,P.Be 1,0.53
Ranunculales,Berberidaceae,Berberis,empetrifolia,,Lam.,Fajardo,P.Be 2,0.57
Ranunculales,Berberidaceae,Berberis,empetrifolia,,Lam.,Fajardo,P.Be 3,0.61
Lamiales,Verbenaceae,Lippia,balansae,,Briq.,Olson,4651,0.73
Lamiales,Verbenaceae,Lippia,balansae,,Briq.,Olson,4652,0.68
Lamiales,Verbenaceae,Lippia,balansae,,Briq.,Olson,4653,0.62
Asterales,Goodeniaceae,Scaevola,beckii,,Zahlbr.,Castorena,262,0.52
Asterales,Goodeniaceae,Scaevola,beckii,,Zahlbr.,Castorena,263,0.55
Asterales,Goodeniaceae,Scaevola,beckii,,Zahlbr.,Castorena,264,0.46
Myrtales,Myrtaceae,Campomanesia,adamantium,,(Cambress.) O. Berg.,Olson,4622,0.34
Myrtales,Myrtaceae,Campomanesia,adamantium,,(Cambress.) O. Berg.,Olson,4623,0.61
Myrtales,Myrtaceae,Campomanesia,adamantium,,(Cambress.) O. Berg.,Olson,4624,0.6
Malvales,Bixaceae,Cochlospermum,vitifolium,,(Willd.) Spreng.,Olson,1509,0.22
Malvales,Bixaceae,Cochlospermum,vitifolium,,(Willd.) Spreng.,Olson,1510,0.24
Malvales,Bixaceae,Cochlospermum,vitifolium,,(Willd.) Spreng.,Olson,1511,0.22
Dipsacales,Adoxaceae,Viburnum,acerifolium,,L.,Olson,5117,0.51
Dipsacales,Adoxaceae,Viburnum,acerifolium,,L.,Olson,5118,0.66
Dipsacales,Adoxaceae,Viburnum,acerifolium,,L.,Olson,5119,0.65
Laurales,Calycanthaceae,Idiospermum,australiense,,(Diels) S.T.Blake,Olson,4282,0.51
Laurales,Calycanthaceae,Idiospermum,australiense,,(Diels) S.T.Blake,Rosell,1,0.6
Malpighiales,Salicaceae,Populus,tremuloides,,Michx.,M?ndez-Alonzo,16,0.38
Malpighiales,Salicaceae,Populus,tremuloides,,Michx.,M?ndez-Alonzo,17,0.35
Malpighiales,Salicaceae,Populus,tremuloides,,Michx.,M?ndez-Alonzo,18,0.45
Ericales,Ericaceae,Gaultheria,foliolosa,,Benth.,Camarero,25.1,0.4
Ericales,Ericaceae,Gaultheria,foliolosa,,Benth.,Camarero,25.2,0.4
Ericales,Ericaceae,Gaultheria,foliolosa,,Benth.,Camarero,25.3,0.41
Fabales,Fabaceae,Erythrina,flabelliformis,,Kearney ,Olson,2959,0.13
Fabales,Fabaceae,Erythrina,flabelliformis,,Kearney ,Olson,3005,0.12
Fabales,Fabaceae,Erythrina,flabelliformis,,Kearney ,Olson,3006,0.14
Rosales,Rosaceae,Rosa,pendulina,,L. ,Camarero,Rap1,0.57
Rosales,Rosaceae,Rosa,pendulina,,L. ,Camarero,Rap2,0.57
Rosales,Rosaceae,Rosa,pendulina,,L. ,Camarero,Rap3,0.75
Laurales,Siparunaceae,Siparuna,thecaphora,,(Poepp. & Endl.) A.DC.,Olson,1350,0.32
Laurales,Siparunaceae,Siparuna,thecaphora,,(Poepp. & Endl.) A.DC.,Olson,1351,0.3
Laurales,Siparunaceae,Siparuna,thecaphora,,(Poepp. & Endl.) A.DC.,Olson,1352,0.35
Laurales,Siparunaceae,Siparuna,thecaphora,,(Poepp. & Endl.) A.DC.,Olson,1353,0.33
Santalales,Loranthaceae,Atkinsonia,ligustrina,,(Lindl.) F. Muell.,Olson,2223,0.58
Santalales,Loranthaceae,Atkinsonia,ligustrina,,(Lindl.) F. Muell.,Olson,2224,0.58
Santalales,Loranthaceae,Atkinsonia,ligustrina,,(Lindl.) F. Muell.,Olson,2225,0.6
Fagales,Betulaceae,Betula,pubescens,,Ehrh.,Camarero,Bpu1,0.5
Fagales,Betulaceae,Betula,pubescens,,Ehrh.,Camarero,Bpu2,0.52
Fagales,Betulaceae,Betula,pubescens,,Ehrh.,Camarero,Bpu3,0.53
Oxalidales,Elaeocarpaceae,Tetratheca,rubioides,,A. Cunn.,Olson,2234,0.67
Oxalidales,Brunelliaceae,Brunellia,mexicana,,Standl.,Olson,5567,0.288461538
Oxalidales,Brunelliaceae,Brunellia,mexicana,,Standl.,Olson,5568,0.315789474
Oxalidales,Brunelliaceae,Brunellia,mexicana,,Standl.,Olson,5569,0.287671233
Gentianales,Rubiaceae,Randia,capitata,,DC.,Olson,3008,0.75
Gentianales,Rubiaceae,Randia,capitata,,DC.,Olson,3009,0.93
Gentianales,Rubiaceae,Randia,capitata,,DC.,Olson,3010,0.74
Lamiales,Oleaceae,Osmanthus,austrocaledonicus,,(Vieill.) Knobl.,Castorena,343,0.81
Lamiales,Oleaceae,Osmanthus,austrocaledonicus,,(Vieill.) Knobl.,Castorena,344,0.81
Brassicales,Caricaceae,Carica,papaya,,L. ,Olson,1365,0.03
Brassicales,Caricaceae,Carica,papaya,,L. ,Olson,1377,0.02
Brassicales,Caricaceae,Carica,papaya,,L. ,Olson,1378,0.04
Brassicales,Caricaceae,Carica,papaya,,L. ,Olson,1379,0.03
Apiales,Pennantiaceae,Pennantia,cunninghamii,Illawarra,Miers,Olson,2388,0.41
Apiales,Pennantiaceae,Pennantia,cunninghamii,Illawarra,Miers,Olson,2389,0.42
Austrobaileyales,Trimeniaceae,Trimenia,neocaledonica,,Baker f.,Trueba,349,0.333333333
Fagales,Nothofagaceae,Nothofagus,dombeyi,,Mirb. (Oerst.),Fajardo,P.Nd 1,0.52
Fagales,Nothofagaceae,Nothofagus,dombeyi,,Mirb. (Oerst.),Fajardo,P.Nd 2,0.4
Fagales,Nothofagaceae,Nothofagus,dombeyi,,Mirb. (Oerst.),Fajardo,P.Nd 3,0.45
Caryophyllales,Amaranthaceae,Iresine,arbuscula,,Uline & W.L.Bray,Olson,4824,0.16
Caryophyllales,Amaranthaceae,Iresine,arbuscula,,Uline & W.L.Bray,Olson,4825,0.25
Caryophyllales,Amaranthaceae,Iresine,arbuscula,,Uline & W.L.Bray,Olson,4834,0.27
Rosales,Urticaceae,Cecropia,obtusifolia,,Bertol.,Olson,4059,0.4
Gentianales,Rubiaceae,Pomax,umbellata,,(Gaertn.)Sol. ex A. Rich.,Olson,2246,0.33
Magnoliales,Magnoliaceae,Magnolia,mexicana,,DC.,Olson,1441,0.48
Gentianales,Rubiaceae,Antirhea,tenuiflora,,F.Muell. ex Benth.,Rosell,1,0.56
Gentianales,Rubiaceae,Antirhea,tenuiflora,,F.Muell. ex Benth.,Rosell,2,0.5
Gentianales,Rubiaceae,Antirhea,tenuiflora,,F.Muell. ex Benth.,Rosell,3,0.67
Myrtales,Onagraceae,Epilobium,canum,,(Greene) P.H.Raven,Olson,2578,0.33
Myrtales,Onagraceae,Epilobium,canum,,(Greene) P.H.Raven,Olson,2579,0.26
Myrtales,Onagraceae,Epilobium,canum,,(Greene) P.H.Raven,Olson,2580,0.33
Fagales,Casuarinaceae,Allocasuarina,distyla,,(Vent.) L.A.S.Johnson,Olson,2217,0.68
Fagales,Casuarinaceae,Allocasuarina,distyla,,(Vent.) L.A.S.Johnson,Olson,2218,0.72
Fagales,Casuarinaceae,Allocasuarina,distyla,,(Vent.) L.A.S.Johnson,Olson,2219,0.68
Huerteales,Dipentodontaceae,Perrottetia,longistylis,,Rose,Olson,4837,0.42
Picramniales,Picramniaceae,Picramnia,antidesma,,Sw.,Olson,4835,0.51
Santalales,Olacaceae,Ximenia,americana,CAA,L.,Olson,4784,0.67
Santalales,Olacaceae,Ximenia,americana,CAA,L.,Olson,4785,0.71
Santalales,Olacaceae,Ximenia,americana,CAA,L.,Olson,4786,0.68
Fagales,Betulaceae,Betula,lenta,,L.,Olson,5036,0.56
Fagales,Betulaceae,Betula,lenta,,L.,Olson,5064,0.57
Fagales,Betulaceae,Betula,lenta,,L.,Olson,5071,0.53
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,,Brandegee,Olson,3084,0.82
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,,Brandegee,Olson,3085,0.8
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,,Brandegee,Olson,3086,0.88
Fagales,Betulaceae,Alnus,glutinosa,alp,(L.) Gaertn.,Camarero,AglAlp1,0.48
Fagales,Betulaceae,Alnus,glutinosa,alp,(L.) Gaertn.,Camarero,AglAlp2,0.33
Fagales,Betulaceae,Alnus,glutinosa,alp,(L.) Gaertn.,Camarero,AglAlp3,0.34
Dilleniales,Dilleniaceae,Hibbertia,juncea,,(Benth.)J.W.Horn,Olson,20662,0.5
Dilleniales,Dilleniaceae,Hibbertia,juncea,,(Benth.)J.W.Horn,Olson,20672,0.56
Dilleniales,Dilleniaceae,Hibbertia,juncea,,(Benth.)J.W.Horn,Olson,2068,0.67
Santalales,Olacaceae,Ximenia,americana,CH,L.,Olson,2792,0.49
Santalales,Olacaceae,Ximenia,americana,CH,L.,Olson,2793,0.67
Santalales,Olacaceae,Ximenia,americana,CH,L.,Olson,2794,0.66
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,,F. Muell. ,Olson,1859,0.47
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,,F. Muell. ,Olson,18591,0.54
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,,F. Muell. ,Olson,18593,0.55
Magnoliales,Eupomatiaceae,Eupomatia,bennettii,,F. Muell. ,Olson,18594,0.33
Lamiales,Lamiaceae,Salvia,leucophylla,,Greene,Olson,4324,0.54
Lamiales,Lamiaceae,Salvia,leucophylla,,Greene,Olson,4325,0.57
Lamiales,Lamiaceae,Salvia,leucophylla,,Greene,Olson,4326,0.53
Rosales,Rosaceae,Crataegus,monogyna,,Jacq.,Camarero,Cmo1,0.64
Rosales,Rosaceae,Crataegus,monogyna,,Jacq.,Camarero,Cmo2,0.6
Rosales,Rosaceae,Crataegus,monogyna,,Jacq.,Camarero,Cmo3,0.6
Proteales,Proteaceae,Persoonia,linearis,,Andrews,Rosell,1,0.57
Proteales,Proteaceae,Persoonia,linearis,,Andrews,Rosell,2,0.57
Proteales,Proteaceae,Persoonia,linearis,,Andrews,Rosell,5,0.51
Asterales,Argophyllaceae,Argophyllum,nitidum,,J.R. Forst. et G. Forst.,Castorena,349,0.56
Asterales,Argophyllaceae,Argophyllum,nitidum,,J.R. Forst. et G. Forst.,Castorena,350,0.51
Asterales,Argophyllaceae,Argophyllum,nitidum,,J.R. Forst. et G. Forst.,Castorena,351,0.5
Asterales,Asteraceae,Ozothamnus,hookeri,,Sond. ,Olson,2314,0.7
Asterales,Asteraceae,Ozothamnus,hookeri,,Sond. ,Olson,2315,0.71
Asterales,Asteraceae,Ozothamnus,hookeri,,Sond. ,Olson,2316,0.67
Proteales,Proteaceae,Bellendena,montana,,R. Br. ,Olson,2350,0.68
Proteales,Proteaceae,Bellendena,montana,,R. Br. ,Olson,2351,0.69
Proteales,Proteaceae,Bellendena,montana,,R. Br. ,Olson,2352,0.6
Fabales,Fabaceae,Caesalpinia,sclerocarpa,,Standl. ,Olson,1504,0.81
Fabales,Fabaceae,Caesalpinia,sclerocarpa,,Standl. ,Olson,1513,0.75
Fabales,Fabaceae,Caesalpinia,sclerocarpa,,Standl. ,Olson,1514,0.83
Ericales,Primulaceae,Ardisia,brevipedata,,F. Muell. ,Olson,1807,0.64
Ericales,Primulaceae,Ardisia,brevipedata,,F. Muell. ,Olson,1815,0.5
Ericales,Primulaceae,Ardisia,brevipedata,,F. Muell. ,Olson,1818,0.63
Ericales,Primulaceae,Ardisia,brevipedata,,F. Muell. ,Rosell,1,0.68
Ericales,Primulaceae,Ardisia,brevipedata,,F. Muell. ,Rosell,2,0.56
Ericales,Primulaceae,Ardisia,brevipedata,,F. Muell. ,Rosell,3,0.56
Rosales,Rhamnaceae,Rhamnus,alpina,,L.,Camarero,Ral1,0.49
Rosales,Rhamnaceae,Rhamnus,alpina,,L.,Camarero,Ral2,0.5
Rosales,Rhamnaceae,Rhamnus,alpina,,L.,Camarero,Ral3,0.46
Malpighiales,Phyllanthaceae,Phyllanthus,aeneus,,Baill.,Castorena,319,0.65
Malpighiales,Phyllanthaceae,Phyllanthus,aeneus,,Baill.,Castorena,320,0.62
Malpighiales,Phyllanthaceae,Phyllanthus,aeneus,,Baill.,Castorena,321,0.62
Laurales,Lauraceae,Lindera,benzoin,,(L.) Blume,Olson,5107,0.45
Laurales,Lauraceae,Lindera,benzoin,,(L.) Blume,Olson,5108,0.49
Laurales,Lauraceae,Lindera,benzoin,,(L.) Blume,Olson,5109,0.51
Malpighiales,Euphorbiaceae,Croton,blanchetianus,,Baill. ,Olson,4805,0.75
Malpighiales,Euphorbiaceae,Croton,blanchetianus,,Baill. ,Olson,4806,0.7
Malpighiales,Euphorbiaceae,Croton,blanchetianus,,Baill. ,Olson,4807,0.78
Dipsacales,Adoxaceae,Sambucus,canadensis,,L.,Olson,5123,0.47
Magnoliales,Annonaceae,Annona,coriacea,,Mart.,Olson,4646,0.48
Magnoliales,Annonaceae,Annona,coriacea,,Mart.,Olson,4665,0.4
Magnoliales,Annonaceae,Annona,coriacea,,Mart.,Olson,4681,0.39
Aquifoliales,Cardiopteridaceae,Citronella,smythii,,(F.Muell.) R.A.Howard,Olson,1856,0.41
Aquifoliales,Cardiopteridaceae,Citronella,smythii,,(F.Muell.) R.A.Howard,Olson,1864,0.54
Aquifoliales,Cardiopteridaceae,Citronella,smythii,,(F.Muell.) R.A.Howard,Olson,1865,0.5
Caryophyllales,Polygonaceae,Coccoloba,barbadensis,,Jacq.,Olson,1489,0.46
Caryophyllales,Polygonaceae,Coccoloba,barbadensis,,Jacq.,Olson,1496,0.55
Caryophyllales,Polygonaceae,Coccoloba,barbadensis,,Jacq.,Olson,1497,0.54
Caryophyllales,Polygonaceae,Coccoloba,barbadensis,,Jacq.,Olson,1498,0.53
Caryophyllales,Polygonaceae,Coccoloba,barbadensis,,Jacq.,Olson,2873,0.52
Caryophyllales,Polygonaceae,Coccoloba,barbadensis,,Jacq.,Olson,2876,0.67
Caryophyllales,Cactaceae,Cereus,jamacaru,,DC.,Olson,4715,0.3
Caryophyllales,Cactaceae,Cereus,jamacaru,,DC.,Olson,4716,0.32
Caryophyllales,Cactaceae,Cereus,jamacaru,,DC.,Olson,4717,0.27
Fabales,Fabaceae,Bauhinia,rufa,,(Bong.) Steud.,Olson,4591,0.64
Santalales,Opiliaceae,Agonandra,racemosa,,(DC.) Standl.,Olson,1543,0.67
Santalales,Opiliaceae,Agonandra,racemosa,,(DC.) Standl.,Olson,1544,0.74
Santalales,Opiliaceae,Agonandra,racemosa,,(DC.) Standl.,Olson,2828,0.69
Proteales,Proteaceae,Persoonia,falcata,,R. Br,Rosell,2,0.78
Proteales,Proteaceae,Persoonia,falcata,,R. Br,Rosell,3,0.79
Proteales,Proteaceae,Persoonia,falcata,,R. Br,Rosell,5,0.83
Fabales,Fabaceae,Ottleya,rigida,,(Benth.) D.D.Sokoloff,Olson,2590,0.46
Fabales,Fabaceae,Ottleya,rigida,,(Benth.) D.D.Sokoloff,Olson,2591,0.4
Fabales,Fabaceae,Ottleya,rigida,,(Benth.) D.D.Sokoloff,Olson,2592,0.57
Fabales,Fabaceae,Syrmatium,glabrum,,Vogel,Olson,4363,0.68
Fabales,Fabaceae,Syrmatium,glabrum,,Vogel,Olson,4364,0.53
Fabales,Fabaceae,Syrmatium,glabrum,,Vogel,Olson,4365,0.58
Rosales,Rosaceae,Prunus,avium,,(L.) L.,Camarero,Pav1,0.56
Rosales,Rosaceae,Prunus,avium,,(L.) L.,Camarero,Pav2,0.46
Rosales,Rosaceae,Prunus,avium,,(L.) L.,Camarero,Pav3,0.47
Crossosomatales,Crossosomataceae,Crossosoma,bigelovii,,S. Watson,Olson,2608,0.64
Crossosomatales,Crossosomataceae,Crossosoma,bigelovii,,S. Watson,Olson,2609,0.63
Crossosomatales,Crossosomataceae,Crossosoma,bigelovii,,S. Watson,Olson,2610,0.65
Fagales,Casuarinaceae,Gymnostoma,deplancheanum,,(Miq.) L.A.S.Johnson,Olson,4234,0.8
Fagales,Casuarinaceae,Gymnostoma,deplancheanum,,(Miq.) L.A.S.Johnson,Olson,4235,0.73
Fagales,Casuarinaceae,Gymnostoma,deplancheanum,,(Miq.) L.A.S.Johnson,Olson,4236,0.79
Santalales,Santalaceae,Phoradendron,californicum,,Nutt.,Olson,2641,0.59
Santalales,Santalaceae,Phoradendron,californicum,,Nutt.,Olson,2642,0.59
Santalales,Santalaceae,Phoradendron,californicum,,Nutt.,Olson,2643,0.57
Myrtales,Myrtaceae,Eucalyptus,pilularis,,Sm. ,Olson,2562,0.44
Myrtales,Myrtaceae,Eucalyptus,pilularis,,Sm. ,Olson,2571,0.48
Myrtales,Myrtaceae,Eucalyptus,pilularis,,Sm. ,Olson,2572,0.56
Myrtales,Onagraceae,Fuchsia,magellanica,,Lam.,Fajardo,P.Fm 1,0.38
Myrtales,Onagraceae,Fuchsia,magellanica,,Lam.,Fajardo,P.Fm 2,0.37
Myrtales,Onagraceae,Fuchsia,magellanica,,Lam.,Fajardo,P.Fm 3,0.42
Oxalidales,Elaeocarpaceae,Dubouzetia,campanulata,,Pancher ex Brongn. & Gris,Castorena,316,0.74
Oxalidales,Elaeocarpaceae,Dubouzetia,campanulata,,Pancher ex Brongn. & Gris,Castorena,317,0.7
Oxalidales,Elaeocarpaceae,Dubouzetia,campanulata,,Pancher ex Brongn. & Gris,Castorena,318,0.61
Solanales,Convolvulaceae,Ipomoea,wolcottiana,,Rose,Olson,2881,0.31
Solanales,Convolvulaceae,Ipomoea,wolcottiana,,Rose,Olson,2882,0.29
Magnoliales,Annonaceae,Annona,leptopetala,,(R.E.Fr.) H.Rainer,Olson,4775,0.69
Magnoliales,Annonaceae,Annona,leptopetala,,(R.E.Fr.) H.Rainer,Olson,4776,0.68
Magnoliales,Annonaceae,Annona,leptopetala,,(R.E.Fr.) H.Rainer,Olson,4777,0.71
Saxifragales,Hamamelidaceae,Hamamelis,virginiana,,L.,Olson,5054,0.51
Saxifragales,Hamamelidaceae,Hamamelis,virginiana,,L.,Olson,5055,0.59
Saxifragales,Hamamelidaceae,Hamamelis,virginiana,,L.,Olson,5056,0.44
Fabales,Fabaceae,Caesalpinia,gardneriana,,Benth.,Olson,4712,0.86
Fabales,Fabaceae,Caesalpinia,gardneriana,,Benth.,Olson,4713,0.84
Fabales,Fabaceae,Caesalpinia,gardneriana,,Benth.,Olson,4714,0.85
Malpighiales,Clusiaceae,Clusia,sp,,,Camarero,10.1,0.65
Malpighiales,Clusiaceae,Clusia,sp,,,Camarero,10.2,0.52
Paracryphiales,Paracryphiaceae,Quintinia,sieberi,,A.DC.,Olson,2367,0.38
Paracryphiales,Paracryphiaceae,Quintinia,sieberi,,A.DC.,Olson,2369,0.39
Paracryphiales,Paracryphiaceae,Quintinia,sieberi,,A.DC.,Olson,2370,0.44
Asterales,Asteraceae,Senecio,sericeo_nitens,,Speg.,Fajardo,P.Sp 1,0.39
Asterales,Asteraceae,Senecio,sericeo_nitens,,Speg.,Fajardo,P.Sp 2,0.53
Asterales,Asteraceae,Senecio,sericeo_nitens,,Speg.,Fajardo,P.Sp 3,0.36
Magnoliales,Eupomatiaceae,Eupomatia,laurina,DT,R. Br. ,Rosell,1,0.5
Magnoliales,Eupomatiaceae,Eupomatia,laurina,DT,R. Br. ,Rosell,2,0.56
Magnoliales,Eupomatiaceae,Eupomatia,laurina,DT,R. Br. ,Rosell,3,0.59
Ericales,Ericaceae,Rhododendron,ferrugineum,,L.,Camarero,Rfe1,0.46
Ericales,Ericaceae,Rhododendron,ferrugineum,,L.,Camarero,Rfe2,0.42
Ericales,Ericaceae,Rhododendron,ferrugineum,,L.,Camarero,Rfe3,0.42
Sapindales,Sapindaceae,Acer,campestre,,L.,Camarero,Aca1,0.53
Sapindales,Sapindaceae,Acer,campestre,,L.,Camarero,Aca2,0.56
Sapindales,Sapindaceae,Acer,campestre,,L.,Camarero,Aca3,0.51
Oxalidales,Cunoniaceae,Codia,spatulata,,Brongn. & Gris,Castorena,280,0.67
Fabales,Fabaceae,Pultenaea,scabra,,R. Br.,Rosell,1,0.86
Fabales,Fabaceae,Pultenaea,scabra,,R. Br.,Rosell,3,0.82
Fabales,Fabaceae,Pultenaea,scabra,,R. Br.,Rosell,5,0.77
Apiales,Pittosporaceae,Pittosporum,undulatum,,Vent.,Olson,4125,0.59
Apiales,Pittosporaceae,Pittosporum,undulatum,,Vent.,Olson,4178,0.56
Apiales,Pittosporaceae,Pittosporum,undulatum,,Vent.,Olson,4179,0.67
Fagales,Betulaceae,Carpinus,caroliniana,,Walt.,Olson,5124,0.52
Fagales,Betulaceae,Carpinus,caroliniana,,Walt.,Olson,5125,0.52
Fagales,Betulaceae,Carpinus,caroliniana,,Walt.,Olson,5126,0.54
Sapindales,Sapindaceae,Acer,pensylvanicum,,L.,Olson,5120,0.49
Sapindales,Sapindaceae,Acer,pensylvanicum,,L.,Olson,5121,0.46
Sapindales,Sapindaceae,Acer,pensylvanicum,,L.,Olson,5122,0.48
Celastrales,Celastraceae,Maytenus,phyllanthoides,,Benth.,Olson,3063,0.57
Celastrales,Celastraceae,Maytenus,phyllanthoides,,Benth.,Olson,3064,0.61
Celastrales,Celastraceae,Maytenus,phyllanthoides,,Benth.,Olson,3065,0.62
Asterales,Asteraceae,Ericameria,pinifolia,,(A. Gray) H. M. Hall,M?ndez-Alonzo,19,0.48
Asterales,Asteraceae,Ericameria,pinifolia,,(A. Gray) H. M. Hall,M?ndez-Alonzo,20,0.42
Asterales,Asteraceae,Ericameria,pinifolia,,(A. Gray) H. M. Hall,M?ndez-Alonzo,21,0.29
Myrtales,Myrtaceae,Eucalyptus,coccifera,,Hook. f.,Olson,2278,0.31
Myrtales,Myrtaceae,Eucalyptus,coccifera,,Hook. f.,Olson,2279,0.5
Myrtales,Myrtaceae,Eucalyptus,coccifera,,Hook. f.,Olson,2280,0.38
Proteales,Proteaceae,Grevillea,decurrens,,Ewart,Rosell,1,0.65
Proteales,Proteaceae,Grevillea,decurrens,,Ewart,Rosell,3,0.58
Proteales,Proteaceae,Grevillea,decurrens,,Ewart,Rosell,4,0.6
Fagales,Betulaceae,Ostrya,virginiana,,(P. Mill) K. Koch,Olson,5127,0.6
Fagales,Betulaceae,Ostrya,virginiana,,(P. Mill) K. Koch,Olson,5128,0.54
Fagales,Betulaceae,Ostrya,virginiana,,(P. Mill) K. Koch,Olson,5129,0.55
Magnoliales,Annonaceae,Cymbopetalum,baillonii,,R.E.Fr.,Olson,1357,0.4
Magnoliales,Annonaceae,Cymbopetalum,baillonii,,R.E.Fr.,Olson,1358,0.35
Magnoliales,Annonaceae,Cymbopetalum,baillonii,,R.E.Fr.,Olson,1359,0.43
Solanales,Solanaceae,Solanum,hindsianum,,Benth. ,Olson,2974,0.59
Solanales,Solanaceae,Solanum,hindsianum,,Benth. ,Olson,2981,0.63
Solanales,Solanaceae,Solanum,hindsianum,,Benth. ,Olson,2983,0.61
Lamiales,Oleaceae,Fraxinus,excelsior,alp,L.,Camarero,FexAlp1,0.61
